distribution_id,distribution_label,matrix_name,from_state,to_state,delta,nominal_probability,stress_probability,perturbed_probability,successor_risk_score,selected_highest_risk_successor,deterministic_row
4,lfw-only,intensity,5,5,0,0.778,0,0.778,5,0,0
4,lfw-only,intensity,5,6,0,0.006,1,0.006,6,1,0
4,lfw-only,intensity,6,4,0,0.02,0,0.02,4,0,0
4,lfw-only,intensity,6,5,0,0.6,0,0.6,5,0,0
4,lfw-only,intensity,6,6,0,0.38,1,0.38,6,1,0
4,lfw-only,location,-2,-2,0,0.28125,0,0.28125,-84.3243399866044,0,0
4,lfw-only,location,-2,-1,0,0.4375,0,0.4375,-71.3713545029689,0,0
4,lfw-only,location,-2,0,0,0.203125,0,0.203125,-59.8947328955977,0,0
4,lfw-only,location,-2,1,0,0.078125,1,0.078125,-50.9328497886334,1,0
4,lfw-only,location,-1,-2,0,0.255813953488372,0,0.255813953488372,-84.3243399866044,0,0
4,lfw-only,location,-1,-1,0,0.209302325581395,0,0.209302325581395,-71.3713545029689,0,0
4,lfw-only,location,-1,0,0,0.325581395348837,0,0.325581395348837,-59.8947328955977,0,0
4,lfw-only,location,-1,1,0,0.151162790697674,0,0.151162790697674,-50.9328497886334,0,0
4,lfw-only,location,-1,2,0,0.0581395348837209,1,0.0581395348837209,-47.1256774587613,1,0
4,lfw-only,location,0,-2,0,0.104166666666667,0,0.104166666666667,-84.3243399866044,0,0
4,lfw-only,location,0,-1,0,0.229166666666667,0,0.229166666666667,-71.3713545029689,0,0
4,lfw-only,location,0,0,0,0.1875,0,0.1875,-59.8947328955977,0,0
4,lfw-only,location,0,1,0,0.291666666666667,0,0.291666666666667,-50.9328497886334,0,0
4,lfw-only,location,0,2,0,0.135416666666667,0,0.135416666666667,-47.1256774587613,0,0
4,lfw-only,location,0,3,0,0.0520833333333333,1,0.0520833333333333,-45.1417815798968,1,0
4,lfw-only,location,1,-2,0,0.04,0,0.04,-84.3243399866044,0,0
4,lfw-only,location,1,-1,0,0.1,0,0.1,-71.3713545029689,0,0
4,lfw-only,location,1,0,0,0.22,0,0.22,-59.8947328955977,0,0
4,lfw-only,location,1,1,0,0.18,0,0.18,-50.9328497886334,0,0
4,lfw-only,location,1,2,0,0.28,0,0.28,-47.1256774587613,0,0
4,lfw-only,location,1,3,0,0.13,1,0.13,-45.1417815798968,1,0
4,lfw-only,location,1,4,0,0.05,0,0.05,-49.9991004011675,0,0
4,lfw-only,location,2,-1,0,0.04,0,0.04,-71.3713545029689,0,0
4,lfw-only,location,2,0,0,0.1,0,0.1,-59.8947328955977,0,0
4,lfw-only,location,2,1,0,0.22,0,0.22,-50.9328497886334,0,0
4,lfw-only,location,2,2,0,0.18,0,0.18,-47.1256774587613,0,0
4,lfw-only,location,2,3,0,0.28,1,0.28,-45.1417815798968,1,0
4,lfw-only,location,2,4,0,0.13,0,0.13,-49.9991004011675,0,0
4,lfw-only,location,2,5,0,0.05,0,0.05,-60.2201384499207,0,0
4,lfw-only,location,3,0,0,0.04,0,0.04,-59.8947328955977,0,0
4,lfw-only,location,3,1,0,0.1,0,0.1,-50.9328497886334,0,0
4,lfw-only,location,3,2,0,0.22,0,0.22,-47.1256774587613,0,0
4,lfw-only,location,3,3,0,0.18,1,0.18,-45.1417815798968,1,0
4,lfw-only,location,3,4,0,0.28,0,0.28,-49.9991004011675,0,0
4,lfw-only,location,3,5,0,0.13,0,0.13,-60.2201384499207,0,0
4,lfw-only,location,3,6,0,0.05,0,0.05,-71.2982438220312,0,0
4,lfw-only,location,4,1,0,0.04,0,0.04,-50.9328497886334,0,0
4,lfw-only,location,4,2,0,0.1,0,0.1,-47.1256774587613,0,0
4,lfw-only,location,4,3,0,0.22,1,0.22,-45.1417815798968,1,0
4,lfw-only,location,4,4,0,0.18,0,0.18,-49.9991004011675,0,0
4,lfw-only,location,4,5,0,0.28,0,0.28,-60.2201384499207,0,0
4,lfw-only,location,4,6,0,0.13,0,0.13,-71.2982438220312,0,0
4,lfw-only,location,4,7,0,0.05,0,0.05,-84.4565607288286,0,0
4,lfw-only,location,5,2,0,0.04,0,0.04,-47.1256774587613,0,0
4,lfw-only,location,5,3,0,0.1,1,0.1,-45.1417815798968,1,0
4,lfw-only,location,5,4,0,0.22,0,0.22,-49.9991004011675,0,0
4,lfw-only,location,5,5,0,0.18,0,0.18,-60.2201384499207,0,0
4,lfw-only,location,5,6,0,0.28,0,0.28,-71.2982438220312,0,0
4,lfw-only,location,5,7,0,0.13,0,0.13,-84.4565607288286,0,0
4,lfw-only,location,5,8,0,0.05,0,0.05,-98.5644961376883,0,0
4,lfw-only,location,6,3,0,0.04,1,0.04,-45.1417815798968,1,0
4,lfw-only,location,6,4,0,0.1,0,0.1,-49.9991004011675,0,0
4,lfw-only,location,6,5,0,0.22,0,0.22,-60.2201384499207,0,0
4,lfw-only,location,6,6,0,0.18,0,0.18,-71.2982438220312,0,0
4,lfw-only,location,6,7,0,0.28,0,0.28,-84.4565607288286,0,0
4,lfw-only,location,6,8,0,0.13,0,0.13,-98.5644961376883,0,0
4,lfw-only,location,6,9,0,0.05,0,0.05,-113.198585707555,0,0
4,lfw-only,location,7,4,0,0.04,1,0.04,-49.9991004011675,1,0
4,lfw-only,location,7,5,0,0.1,0,0.1,-60.2201384499207,0,0
4,lfw-only,location,7,6,0,0.22,0,0.22,-71.2982438220312,0,0
4,lfw-only,location,7,7,0,0.18,0,0.18,-84.4565607288286,0,0
4,lfw-only,location,7,8,0,0.28,0,0.28,-98.5644961376883,0,0
4,lfw-only,location,7,9,0,0.13,0,0.13,-113.198585707555,0,0
4,lfw-only,location,7,10,0,0.05,0,0.05,-128.295300052859,0,0
4,lfw-only,location,8,5,0,0.0421052631578947,1,0.0421052631578947,-60.2201384499207,1,0
4,lfw-only,location,8,6,0,0.105263157894737,0,0.105263157894737,-71.2982438220312,0,0
4,lfw-only,location,8,7,0,0.231578947368421,0,0.231578947368421,-84.4565607288286,0,0
4,lfw-only,location,8,8,0,0.189473684210526,0,0.189473684210526,-98.5644961376883,0,0
4,lfw-only,location,8,9,0,0.294736842105263,0,0.294736842105263,-113.198585707555,0,0
4,lfw-only,location,8,10,0,0.136842105263158,0,0.136842105263158,-128.295300052859,0,0
4,lfw-only,location,9,6,0,0.048780487804878,1,0.048780487804878,-71.2982438220312,1,0
4,lfw-only,location,9,7,0,0.121951219512195,0,0.121951219512195,-84.4565607288286,0,0
4,lfw-only,location,9,8,0,0.268292682926829,0,0.268292682926829,-98.5644961376883,0,0
4,lfw-only,location,9,9,0,0.219512195121951,0,0.219512195121951,-113.198585707555,0,0
4,lfw-only,location,9,10,0,0.341463414634146,0,0.341463414634146,-128.295300052859,0,0
4,lfw-only,location,10,7,0,0.0740740740740741,1,0.0740740740740741,-84.4565607288286,1,0
4,lfw-only,location,10,8,0,0.185185185185185,0,0.185185185185185,-98.5644961376883,0,0
4,lfw-only,location,10,9,0,0.407407407407407,0,0.407407407407407,-113.198585707555,0,0
4,lfw-only,location,10,10,0,0.333333333333333,0,0.333333333333333,-128.295300052859,0,0
4,lfw-only,lfw,0,0,0.05,0.23,0,0.2185,0,0,0
4,lfw-only,lfw,0,1,0.05,0.75,0,0.7125,1,0,0
4,lfw-only,lfw,0,2,0.05,0.02,1,0.069,2,1,0
4,lfw-only,lfw,1,0,0.05,0.05,0,0.0475,0,0,0
4,lfw-only,lfw,1,1,0.05,0.18,0,0.171,1,0,0
4,lfw-only,lfw,1,2,0.05,0.75,0,0.7125,2,0,0
4,lfw-only,lfw,1,3,0.05,0.02,1,0.069,3,1,0
4,lfw-only,lfw,2,1,0.05,0.05,0,0.0475,1,0,0
4,lfw-only,lfw,2,2,0.05,0.2,0,0.19,2,0,0
4,lfw-only,lfw,2,3,0.05,0.75,1,0.7625,3,1,0
4,lfw-only,lfw,3,2,0.05,0.05,0,0.0475,2,0,0
4,lfw-only,lfw,3,3,0.05,0.95,1,0.9525,3,1,0
5,combined-mild,intensity,1,1,0.02,1,1,1,1,1,1
5,combined-mild,intensity,2,1,0.02,0.142,0,0.13916,1,0,0
5,combined-mild,intensity,2,2,0.02,0.841,0,0.82418,2,0,0
5,combined-mild,intensity,2,3,0.02,0.012,0,0.01176,3,0,0
5,combined-mild,intensity,2,4,0.02,0.005,1,0.0249,4,1,0
5,combined-mild,intensity,3,1,0.02,0.02,0,0.0196,1,0,0
5,combined-mild,intensity,3,2,0.02,0.283333333333333,0,0.277666666666666,2,0,0
5,combined-mild,intensity,3,3,0.02,0.641666666666667,0,0.628833333333334,3,0,0
5,combined-mild,intensity,3,4,0.02,0.05,0,0.049,4,0,0
5,combined-mild,intensity,3,5,0.02,0.005,1,0.0249,5,1,0
5,combined-mild,intensity,4,2,0.02,0.02,0,0.0196,2,0,0
5,combined-mild,intensity,4,3,0.02,0.189333333333333,0,0.185546666666666,3,0,0
5,combined-mild,intensity,4,4,0.02,0.729666666666667,0,0.715073333333334,4,0,0
5,combined-mild,intensity,4,5,0.02,0.056,0,0.05488,5,0,0
5,combined-mild,intensity,4,6,0.02,0.005,1,0.0249,6,1,0
5,combined-mild,intensity,5,3,0.02,0.02,0,0.0196,3,0,0
5,combined-mild,intensity,5,4,0.02,0.196,0,0.19208,4,0,0
5,combined-mild,intensity,5,5,0.02,0.778,0,0.76244,5,0,0
5,combined-mild,intensity,5,6,0.02,0.006,1,0.02588,6,1,0
5,combined-mild,intensity,6,4,0.02,0.02,0,0.0196,4,0,0
5,combined-mild,intensity,6,5,0.02,0.6,0,0.588,5,0,0
5,combined-mild,intensity,6,6,0.02,0.38,1,0.3924,6,1,0
5,combined-mild,location,-2,-2,0.02,0.28125,0,0.275625,-84.3243399866044,0,0
5,combined-mild,location,-2,-1,0.02,0.4375,0,0.42875,-71.3713545029689,0,0
5,combined-mild,location,-2,0,0.02,0.203125,0,0.1990625,-59.8947328955977,0,0
5,combined-mild,location,-2,1,0.02,0.078125,1,0.0965625,-50.9328497886334,1,0
5,combined-mild,location,-1,-2,0.02,0.255813953488372,0,0.250697674418605,-84.3243399866044,0,0
5,combined-mild,location,-1,-1,0.02,0.209302325581395,0,0.205116279069767,-71.3713545029689,0,0
5,combined-mild,location,-1,0,0.02,0.325581395348837,0,0.31906976744186,-59.8947328955977,0,0
5,combined-mild,location,-1,1,0.02,0.151162790697674,0,0.148139534883721,-50.9328497886334,0,0
5,combined-mild,location,-1,2,0.02,0.0581395348837209,1,0.0769767441860465,-47.1256774587613,1,0
5,combined-mild,location,0,-2,0.02,0.104166666666667,0,0.102083333333334,-84.3243399866044,0,0
5,combined-mild,location,0,-1,0.02,0.229166666666667,0,0.224583333333334,-71.3713545029689,0,0
5,combined-mild,location,0,0,0.02,0.1875,0,0.18375,-59.8947328955977,0,0
5,combined-mild,location,0,1,0.02,0.291666666666667,0,0.285833333333334,-50.9328497886334,0,0
5,combined-mild,location,0,2,0.02,0.135416666666667,0,0.132708333333334,-47.1256774587613,0,0
5,combined-mild,location,0,3,0.02,0.0520833333333333,1,0.0710416666666666,-45.1417815798968,1,0
5,combined-mild,location,1,-2,0.02,0.04,0,0.0392,-84.3243399866044,0,0
5,combined-mild,location,1,-1,0.02,0.1,0,0.098,-71.3713545029689,0,0
5,combined-mild,location,1,0,0.02,0.22,0,0.2156,-59.8947328955977,0,0
5,combined-mild,location,1,1,0.02,0.18,0,0.1764,-50.9328497886334,0,0
5,combined-mild,location,1,2,0.02,0.28,0,0.2744,-47.1256774587613,0,0
5,combined-mild,location,1,3,0.02,0.13,1,0.1474,-45.1417815798968,1,0
5,combined-mild,location,1,4,0.02,0.05,0,0.049,-49.9991004011675,0,0
5,combined-mild,location,2,-1,0.02,0.04,0,0.0392,-71.3713545029689,0,0
5,combined-mild,location,2,0,0.02,0.1,0,0.098,-59.8947328955977,0,0
5,combined-mild,location,2,1,0.02,0.22,0,0.2156,-50.9328497886334,0,0
5,combined-mild,location,2,2,0.02,0.18,0,0.1764,-47.1256774587613,0,0
5,combined-mild,location,2,3,0.02,0.28,1,0.2944,-45.1417815798968,1,0
5,combined-mild,location,2,4,0.02,0.13,0,0.1274,-49.9991004011675,0,0
5,combined-mild,location,2,5,0.02,0.05,0,0.049,-60.2201384499207,0,0
5,combined-mild,location,3,0,0.02,0.04,0,0.0392,-59.8947328955977,0,0
5,combined-mild,location,3,1,0.02,0.1,0,0.098,-50.9328497886334,0,0
5,combined-mild,location,3,2,0.02,0.22,0,0.2156,-47.1256774587613,0,0
5,combined-mild,location,3,3,0.02,0.18,1,0.1964,-45.1417815798968,1,0
5,combined-mild,location,3,4,0.02,0.28,0,0.2744,-49.9991004011675,0,0
5,combined-mild,location,3,5,0.02,0.13,0,0.1274,-60.2201384499207,0,0
5,combined-mild,location,3,6,0.02,0.05,0,0.049,-71.2982438220312,0,0
5,combined-mild,location,4,1,0.02,0.04,0,0.0392,-50.9328497886334,0,0
5,combined-mild,location,4,2,0.02,0.1,0,0.098,-47.1256774587613,0,0
5,combined-mild,location,4,3,0.02,0.22,1,0.2356,-45.1417815798968,1,0
5,combined-mild,location,4,4,0.02,0.18,0,0.1764,-49.9991004011675,0,0
5,combined-mild,location,4,5,0.02,0.28,0,0.2744,-60.2201384499207,0,0
5,combined-mild,location,4,6,0.02,0.13,0,0.1274,-71.2982438220312,0,0
5,combined-mild,location,4,7,0.02,0.05,0,0.049,-84.4565607288286,0,0
5,combined-mild,location,5,2,0.02,0.04,0,0.0392,-47.1256774587613,0,0
5,combined-mild,location,5,3,0.02,0.1,1,0.118,-45.1417815798968,1,0
5,combined-mild,location,5,4,0.02,0.22,0,0.2156,-49.9991004011675,0,0
5,combined-mild,location,5,5,0.02,0.18,0,0.1764,-60.2201384499207,0,0
5,combined-mild,location,5,6,0.02,0.28,0,0.2744,-71.2982438220312,0,0
5,combined-mild,location,5,7,0.02,0.13,0,0.1274,-84.4565607288286,0,0
5,combined-mild,location,5,8,0.02,0.05,0,0.049,-98.5644961376883,0,0
5,combined-mild,location,6,3,0.02,0.04,1,0.0592,-45.1417815798968,1,0
5,combined-mild,location,6,4,0.02,0.1,0,0.098,-49.9991004011675,0,0
5,combined-mild,location,6,5,0.02,0.22,0,0.2156,-60.2201384499207,0,0
5,combined-mild,location,6,6,0.02,0.18,0,0.1764,-71.2982438220312,0,0
5,combined-mild,location,6,7,0.02,0.28,0,0.2744,-84.4565607288286,0,0
5,combined-mild,location,6,8,0.02,0.13,0,0.1274,-98.5644961376883,0,0
5,combined-mild,location,6,9,0.02,0.05,0,0.049,-113.198585707555,0,0
5,combined-mild,location,7,4,0.02,0.04,1,0.0592,-49.9991004011675,1,0
5,combined-mild,location,7,5,0.02,0.1,0,0.098,-60.2201384499207,0,0
5,combined-mild,location,7,6,0.02,0.22,0,0.2156,-71.2982438220312,0,0
5,combined-mild,location,7,7,0.02,0.18,0,0.1764,-84.4565607288286,0,0
5,combined-mild,location,7,8,0.02,0.28,0,0.2744,-98.5644961376883,0,0
5,combined-mild,location,7,9,0.02,0.13,0,0.1274,-113.198585707555,0,0
5,combined-mild,location,7,10,0.02,0.05,0,0.049,-128.295300052859,0,0
5,combined-mild,location,8,5,0.02,0.0421052631578947,1,0.0612631578947368,-60.2201384499207,1,0
5,combined-mild,location,8,6,0.02,0.105263157894737,0,0.103157894736842,-71.2982438220312,0,0
5,combined-mild,location,8,7,0.02,0.231578947368421,0,0.226947368421053,-84.4565607288286,0,0
5,combined-mild,location,8,8,0.02,0.189473684210526,0,0.185684210526315,-98.5644961376883,0,0
5,combined-mild,location,8,9,0.02,0.294736842105263,0,0.288842105263158,-113.198585707555,0,0
5,combined-mild,location,8,10,0.02,0.136842105263158,0,0.134105263157895,-128.295300052859,0,0
5,combined-mild,location,9,6,0.02,0.048780487804878,1,0.0678048780487804,-71.2982438220312,1,0
5,combined-mild,location,9,7,0.02,0.121951219512195,0,0.119512195121951,-84.4565607288286,0,0
5,combined-mild,location,9,8,0.02,0.268292682926829,0,0.262926829268292,-98.5644961376883,0,0
5,combined-mild,location,9,9,0.02,0.219512195121951,0,0.215121951219512,-113.198585707555,0,0
5,combined-mild,location,9,10,0.02,0.341463414634146,0,0.334634146341463,-128.295300052859,0,0
5,combined-mild,location,10,7,0.02,0.0740740740740741,1,0.0925925925925926,-84.4565607288286,1,0
5,combined-mild,location,10,8,0.02,0.185185185185185,0,0.181481481481481,-98.5644961376883,0,0
5,combined-mild,location,10,9,0.02,0.407407407407407,0,0.399259259259259,-113.198585707555,0,0
5,combined-mild,location,10,10,0.02,0.333333333333333,0,0.326666666666666,-128.295300052859,0,0
5,combined-mild,lfw,0,0,0.02,0.23,0,0.2254,0,0,0
5,combined-mild,lfw,0,1,0.02,0.75,0,0.735,1,0,0
5,combined-mild,lfw,0,2,0.02,0.02,1,0.0396,2,1,0
5,combined-mild,lfw,1,0,0.02,0.05,0,0.049,0,0,0
5,combined-mild,lfw,1,1,0.02,0.18,0,0.1764,1,0,0
5,combined-mild,lfw,1,2,0.02,0.75,0,0.735,2,0,0
5,combined-mild,lfw,1,3,0.02,0.02,1,0.0396,3,1,0
5,combined-mild,lfw,2,1,0.02,0.05,0,0.049,1,0,0
5,combined-mild,lfw,2,2,0.02,0.2,0,0.196,2,0,0
5,combined-mild,lfw,2,3,0.02,0.75,1,0.755,3,1,0
5,combined-mild,lfw,3,2,0.02,0.05,0,0.049,2,0,0
5,combined-mild,lfw,3,3,0.02,0.95,1,0.951,3,1,0
6,combined-medium,intensity,1,1,0.05,1,1,1,1,1,1
6,combined-medium,intensity,2,1,0.05,0.142,0,0.1349,1,0,0
6,combined-medium,intensity,2,2,0.05,0.841,0,0.79895,2,0,0
6,combined-medium,intensity,2,3,0.05,0.012,0,0.0114,3,0,0
6,combined-medium,intensity,2,4,0.05,0.005,1,0.05475,4,1,0
6,combined-medium,intensity,3,1,0.05,0.02,0,0.019,1,0,0
6,combined-medium,intensity,3,2,0.05,0.283333333333333,0,0.269166666666666,2,0,0
6,combined-medium,intensity,3,3,0.05,0.641666666666667,0,0.609583333333334,3,0,0
6,combined-medium,intensity,3,4,0.05,0.05,0,0.0475,4,0,0
6,combined-medium,intensity,3,5,0.05,0.005,1,0.05475,5,1,0
6,combined-medium,intensity,4,2,0.05,0.02,0,0.019,2,0,0
6,combined-medium,intensity,4,3,0.05,0.189333333333333,0,0.179866666666666,3,0,0
6,combined-medium,intensity,4,4,0.05,0.729666666666667,0,0.693183333333334,4,0,0
6,combined-medium,intensity,4,5,0.05,0.056,0,0.0532,5,0,0
6,combined-medium,intensity,4,6,0.05,0.005,1,0.05475,6,1,0
6,combined-medium,intensity,5,3,0.05,0.02,0,0.019,3,0,0
6,combined-medium,intensity,5,4,0.05,0.196,0,0.1862,4,0,0
6,combined-medium,intensity,5,5,0.05,0.778,0,0.7391,5,0,0
6,combined-medium,intensity,5,6,0.05,0.006,1,0.0557,6,1,0
6,combined-medium,intensity,6,4,0.05,0.02,0,0.019,4,0,0
6,combined-medium,intensity,6,5,0.05,0.6,0,0.57,5,0,0
6,combined-medium,intensity,6,6,0.05,0.38,1,0.411,6,1,0
6,combined-medium,location,-2,-2,0.05,0.28125,0,0.2671875,-84.3243399866044,0,0
6,combined-medium,location,-2,-1,0.05,0.4375,0,0.415625,-71.3713545029689,0,0
6,combined-medium,location,-2,0,0.05,0.203125,0,0.19296875,-59.8947328955977,0,0
6,combined-medium,location,-2,1,0.05,0.078125,1,0.12421875,-50.9328497886334,1,0
6,combined-medium,location,-1,-2,0.05,0.255813953488372,0,0.243023255813953,-84.3243399866044,0,0
6,combined-medium,location,-1,-1,0.05,0.209302325581395,0,0.198837209302325,-71.3713545029689,0,0
6,combined-medium,location,-1,0,0.05,0.325581395348837,0,0.309302325581395,-59.8947328955977,0,0
6,combined-medium,location,-1,1,0.05,0.151162790697674,0,0.14360465116279,-50.9328497886334,0,0
6,combined-medium,location,-1,2,0.05,0.0581395348837209,1,0.105232558139535,-47.1256774587613,1,0
6,combined-medium,location,0,-2,0.05,0.104166666666667,0,0.0989583333333336,-84.3243399866044,0,0
6,combined-medium,location,0,-1,0.05,0.229166666666667,0,0.217708333333334,-71.3713545029689,0,0
6,combined-medium,location,0,0,0.05,0.1875,0,0.178125,-59.8947328955977,0,0
6,combined-medium,location,0,1,0.05,0.291666666666667,0,0.277083333333334,-50.9328497886334,0,0
6,combined-medium,location,0,2,0.05,0.135416666666667,0,0.128645833333334,-47.1256774587613,0,0
6,combined-medium,location,0,3,0.05,0.0520833333333333,1,0.0994791666666666,-45.1417815798968,1,0
6,combined-medium,location,1,-2,0.05,0.04,0,0.038,-84.3243399866044,0,0
6,combined-medium,location,1,-1,0.05,0.1,0,0.095,-71.3713545029689,0,0
6,combined-medium,location,1,0,0.05,0.22,0,0.209,-59.8947328955977,0,0
6,combined-medium,location,1,1,0.05,0.18,0,0.171,-50.9328497886334,0,0
6,combined-medium,location,1,2,0.05,0.28,0,0.266,-47.1256774587613,0,0
6,combined-medium,location,1,3,0.05,0.13,1,0.1735,-45.1417815798968,1,0
6,combined-medium,location,1,4,0.05,0.05,0,0.0475,-49.9991004011675,0,0
6,combined-medium,location,2,-1,0.05,0.04,0,0.038,-71.3713545029689,0,0
6,combined-medium,location,2,0,0.05,0.1,0,0.095,-59.8947328955977,0,0
6,combined-medium,location,2,1,0.05,0.22,0,0.209,-50.9328497886334,0,0
6,combined-medium,location,2,2,0.05,0.18,0,0.171,-47.1256774587613,0,0
6,combined-medium,location,2,3,0.05,0.28,1,0.316,-45.1417815798968,1,0
6,combined-medium,location,2,4,0.05,0.13,0,0.1235,-49.9991004011675,0,0
6,combined-medium,location,2,5,0.05,0.05,0,0.0475,-60.2201384499207,0,0
6,combined-medium,location,3,0,0.05,0.04,0,0.038,-59.8947328955977,0,0
6,combined-medium,location,3,1,0.05,0.1,0,0.095,-50.9328497886334,0,0
6,combined-medium,location,3,2,0.05,0.22,0,0.209,-47.1256774587613,0,0
6,combined-medium,location,3,3,0.05,0.18,1,0.221,-45.1417815798968,1,0
6,combined-medium,location,3,4,0.05,0.28,0,0.266,-49.9991004011675,0,0
6,combined-medium,location,3,5,0.05,0.13,0,0.1235,-60.2201384499207,0,0
6,combined-medium,location,3,6,0.05,0.05,0,0.0475,-71.2982438220312,0,0
6,combined-medium,location,4,1,0.05,0.04,0,0.038,-50.9328497886334,0,0
6,combined-medium,location,4,2,0.05,0.1,0,0.095,-47.1256774587613,0,0
6,combined-medium,location,4,3,0.05,0.22,1,0.259,-45.1417815798968,1,0
6,combined-medium,location,4,4,0.05,0.18,0,0.171,-49.9991004011675,0,0
6,combined-medium,location,4,5,0.05,0.28,0,0.266,-60.2201384499207,0,0
6,combined-medium,location,4,6,0.05,0.13,0,0.1235,-71.2982438220312,0,0
6,combined-medium,location,4,7,0.05,0.05,0,0.0475,-84.4565607288286,0,0
6,combined-medium,location,5,2,0.05,0.04,0,0.038,-47.1256774587613,0,0
6,combined-medium,location,5,3,0.05,0.1,1,0.145,-45.1417815798968,1,0
6,combined-medium,location,5,4,0.05,0.22,0,0.209,-49.9991004011675,0,0
6,combined-medium,location,5,5,0.05,0.18,0,0.171,-60.2201384499207,0,0
6,combined-medium,location,5,6,0.05,0.28,0,0.266,-71.2982438220312,0,0
6,combined-medium,location,5,7,0.05,0.13,0,0.1235,-84.4565607288286,0,0
6,combined-medium,location,5,8,0.05,0.05,0,0.0475,-98.5644961376883,0,0
6,combined-medium,location,6,3,0.05,0.04,1,0.088,-45.1417815798968,1,0
6,combined-medium,location,6,4,0.05,0.1,0,0.095,-49.9991004011675,0,0
6,combined-medium,location,6,5,0.05,0.22,0,0.209,-60.2201384499207,0,0
6,combined-medium,location,6,6,0.05,0.18,0,0.171,-71.2982438220312,0,0
6,combined-medium,location,6,7,0.05,0.28,0,0.266,-84.4565607288286,0,0
6,combined-medium,location,6,8,0.05,0.13,0,0.1235,-98.5644961376883,0,0
6,combined-medium,location,6,9,0.05,0.05,0,0.0475,-113.198585707555,0,0
6,combined-medium,location,7,4,0.05,0.04,1,0.088,-49.9991004011675,1,0
6,combined-medium,location,7,5,0.05,0.1,0,0.095,-60.2201384499207,0,0
6,combined-medium,location,7,6,0.05,0.22,0,0.209,-71.2982438220312,0,0
6,combined-medium,location,7,7,0.05,0.18,0,0.171,-84.4565607288286,0,0
6,combined-medium,location,7,8,0.05,0.28,0,0.266,-98.5644961376883,0,0
6,combined-medium,location,7,9,0.05,0.13,0,0.1235,-113.198585707555,0,0
6,combined-medium,location,7,10,0.05,0.05,0,0.0475,-128.295300052859,0,0
6,combined-medium,location,8,5,0.05,0.0421052631578947,1,0.09,-60.2201384499207,1,0
6,combined-medium,location,8,6,0.05,0.105263157894737,0,0.1,-71.2982438220312,0,0
6,combined-medium,location,8,7,0.05,0.231578947368421,0,0.22,-84.4565607288286,0,0
6,combined-medium,location,8,8,0.05,0.189473684210526,0,0.18,-98.5644961376883,0,0
6,combined-medium,location,8,9,0.05,0.294736842105263,0,0.28,-113.198585707555,0,0
6,combined-medium,location,8,10,0.05,0.136842105263158,0,0.13,-128.295300052859,0,0
6,combined-medium,location,9,6,0.05,0.048780487804878,1,0.0963414634146341,-71.2982438220312,1,0
6,combined-medium,location,9,7,0.05,0.121951219512195,0,0.115853658536585,-84.4565607288286,0,0
6,combined-medium,location,9,8,0.05,0.268292682926829,0,0.254878048780488,-98.5644961376883,0,0
6,combined-medium,location,9,9,0.05,0.219512195121951,0,0.208536585365853,-113.198585707555,0,0
6,combined-medium,location,9,10,0.05,0.341463414634146,0,0.324390243902439,-128.295300052859,0,0
6,combined-medium,location,10,7,0.05,0.0740740740740741,1,0.12037037037037,-84.4565607288286,1,0
6,combined-medium,location,10,8,0.05,0.185185185185185,0,0.175925925925926,-98.5644961376883,0,0
6,combined-medium,location,10,9,0.05,0.407407407407407,0,0.387037037037037,-113.198585707555,0,0
6,combined-medium,location,10,10,0.05,0.333333333333333,0,0.316666666666666,-128.295300052859,0,0
6,combined-medium,lfw,0,0,0.05,0.23,0,0.2185,0,0,0
6,combined-medium,lfw,0,1,0.05,0.75,0,0.7125,1,0,0
6,combined-medium,lfw,0,2,0.05,0.02,1,0.069,2,1,0
6,combined-medium,lfw,1,0,0.05,0.05,0,0.0475,0,0,0
6,combined-medium,lfw,1,1,0.05,0.18,0,0.171,1,0,0
6,combined-medium,lfw,1,2,0.05,0.75,0,0.7125,2,0,0
6,combined-medium,lfw,1,3,0.05,0.02,1,0.069,3,1,0
6,combined-medium,lfw,2,1,0.05,0.05,0,0.0475,1,0,0
6,combined-medium,lfw,2,2,0.05,0.2,0,0.19,2,0,0
6,combined-medium,lfw,2,3,0.05,0.75,1,0.7625,3,1,0
6,combined-medium,lfw,3,2,0.05,0.05,0,0.0475,2,0,0
6,combined-medium,lfw,3,3,0.05,0.95,1,0.9525,3,1,0
7,combined-strong,intensity,1,1,0.1,1,1,1,1,1,1
7,combined-strong,intensity,2,1,0.1,0.142,0,0.1278,1,0,0
7,combined-strong,intensity,2,2,0.1,0.841,0,0.7569,2,0,0
7,combined-strong,intensity,2,3,0.1,0.012,0,0.0108,3,0,0
7,combined-strong,intensity,2,4,0.1,0.005,1,0.1045,4,1,0
7,combined-strong,intensity,3,1,0.1,0.02,0,0.018,1,0,0
7,combined-strong,intensity,3,2,0.1,0.283333333333333,0,0.255,2,0,0
7,combined-strong,intensity,3,3,0.1,0.641666666666667,0,0.5775,3,0,0
7,combined-strong,intensity,3,4,0.1,0.05,0,0.045,4,0,0
7,combined-strong,intensity,3,5,0.1,0.005,1,0.1045,5,1,0
7,combined-strong,intensity,4,2,0.1,0.02,0,0.018,2,0,0
7,combined-strong,intensity,4,3,0.1,0.189333333333333,0,0.1704,3,0,0
7,combined-strong,intensity,4,4,0.1,0.729666666666667,0,0.6567,4,0,0
